quarter,stock,date,open,high,low,close,volume
1,UTX,2/18/11,$85.07 ,$85.44 ,$84.25 ,$85.01 ,11922670
1,UTX,2/25/11,$84.54 ,$84.69 ,$81.81 ,$83.37 ,15551183
1,UTX,3/4/11,$83.58 ,$84.24 ,$81.42 ,$82.86 ,19167224
1,UTX,3/11/11,$83.03 ,$84.05 ,$80.26 ,$81.28 ,22004496
1,UTX,3/18/11,$80.74 ,$81.23 ,$77.05 ,$80.16 ,26234929
1,UTX,3/25/11,$81.30 ,$83.59 ,$80.57 ,$83.52 ,19032729
1,VZ,1/7/11,$36.06 ,$37.70 ,$35.41 ,$35.93 ,141938064
1,VZ,1/14/11,$36.55 ,$36.58 ,$34.98 ,$35.46 ,130610954
1,VZ,1/21/11,$35.38 ,$35.51 ,$34.35 ,$34.95 ,108296302
1,VZ,1/28/11,$34.88 ,$36.59 ,$34.88 ,$35.63 ,124127036
1,VZ,2/4/11,$35.64 ,$36.48 ,$35.38 ,$36.31 ,72890565
1,VZ,2/11/11,$36.30 ,$36.77 ,$35.77 ,$36.39 ,78429505
1,VZ,2/18/11,$36.31 ,$36.62 ,$35.66 ,$36.62 ,68915874
1,VZ,2/25/11,$36.24 ,$36.32 ,$35.34 ,$35.97 ,57673647
1,VZ,3/4/11,$36.06 ,$36.94 ,$35.85 ,$36.08 ,80086312
1,VZ,3/11/11,$36.13 ,$36.65 ,$35.65 ,$35.85 ,66137992
1,VZ,3/18/11,$35.74 ,$35.84 ,$33.36 ,$35.84 ,124202175
1,VZ,3/25/11,$36.66 ,$37.32 ,$36.37 ,$37.29 ,79604168
1,WMT,1/7/11,$54.23 ,$55.07 ,$53.76 ,$54.08 ,64231179
1,WMT,1/14/11,$53.65 ,$55.36 ,$53.54 ,$54.81 ,48929455
1,WMT,1/21/11,$55.11 ,$56.27 ,$54.71 ,$55.73 ,53009787
1,WMT,1/28/11,$55.39 ,$57.90 ,$55.30 ,$56.70 ,69546259
1,WMT,2/4/11,$56.45 ,$56.58 ,$55.39 ,$56.03 ,60981950
1,WMT,2/11/11,$56.07 ,$56.73 ,$55.30 ,$55.69 ,49477410
1,WMT,2/18/11,$55.26 ,$55.38 ,$54.35 ,$55.38 ,51556658
1,WMT,2/25/11,$53.81 ,$54.01 ,$51.52 ,$51.75 ,92696912
1,WMT,3/4/11,$51.75 ,$52.60 ,$51.68 ,$52.07 ,74964203
1,WMT,3/11/11,$52.26 ,$53.88 ,$51.75 ,$52.59 ,69185186
1,WMT,3/18/11,$52.35 ,$52.52 ,$50.97 ,$51.52 ,63198175
1,WMT,3/25/11,$51.73 ,$52.95 ,$51.38 ,$52.35 ,53385178
1,XOM,1/7/11,$73.72 ,$75.90 ,$73.64 ,$75.59 ,101740933
1,XOM,1/14/11,$75.13 ,$77.84 ,$74.58 ,$77.84 ,74376886
1,XOM,1/21/11,$77.79 ,$79.10 ,$76.77 ,$78.98 ,99941187
1,XOM,1/28/11,$78.85 ,$79.98 ,$77.93 ,$78.99 ,115376817
1,XOM,2/4/11,$79.92 ,$83.98 ,$79.01 ,$83.28 ,129743696
1,XOM,2/11/11,$83.45 ,$84.00 ,$81.61 ,$82.82 ,85733429
1,XOM,2/18/11,$82.00 ,$85.10 ,$81.80 ,$84.50 ,93325562
1,XOM,2/25/11,$84.97 ,$88.23 ,$84.73 ,$85.34 ,122018405
1,XOM,3/4/11,$85.87 ,$86.56 ,$83.55 ,$85.08 ,102134160
1,XOM,3/11/11,$85.84 ,$86.08 ,$80.10 ,$82.12 ,92727886
1,XOM,3/18/11,$81.67 ,$82.64 ,$78.80 ,$80.85 ,123914255
1,XOM,3/25/11,$81.87 ,$83.93 ,$81.86 ,$83.62 ,83364516
2,AA,4/1/11,$17.13 ,$17.80 ,$17.02 ,$17.47 ,103320396
2,AA,4/8/11,$17.42 ,$18.47 ,$17.42 ,$17.92 ,129237024
2,AA,4/15/11,$18.06 ,$18.19 ,$16.38 ,$16.52 ,213061090
2,AA,4/21/11,$16.36 ,$16.97 ,$15.88 ,$16.97 ,85235391
2,AA,4/29/11,$16.94 ,$17.24 ,$16.66 ,$17.00 ,90831895
2,AA,5/6/11,$17.27 ,$17.96 ,$16.83 ,$17.15 ,225053559
2,AA,5/13/11,$17.16 ,$17.62 ,$16.75 ,$17.10 ,111630753
2,AA,5/20/11,$17.00 ,$17.29 ,$16.26 ,$16.26 ,118281015
2,AA,5/27/11,$15.96 ,$16.48 ,$15.83 ,$16.48 ,77236662
2,AA,6/3/11,$16.73 ,$16.83 ,$15.77 ,$15.92 ,77152591
2,AA,6/10/11,$15.92 ,$16.03 ,$15.17 ,$15.28 ,94970970
2,AA,6/17/11,$15.29 ,$15.50 ,$14.59 ,$14.72 ,111273573
2,AA,6/24/11,$14.67 ,$15.60 ,$14.56 ,$15.23 ,99423717
2,AXP,4/1/11,$45.54 ,$46.29 ,$45.11 ,$45.36 ,28738689
2,AXP,4/8/11,$45.61 ,$46.49 ,$45.10 ,$46.28 ,31114741
2,AXP,4/15/11,$46.36 ,$46.95 ,$45.60 ,$46.25 ,29090940
2,AXP,4/21/11,$45.85 ,$47.48 ,$45.27 ,$47.11 ,22929313
2,AXP,4/29/11,$47.19 ,$49.15 ,$46.77 ,$49.08 ,32470319
2,AXP,5/6/11,$49.37 ,$50.47 ,$49.08 ,$50.20 ,43997724
2,AXP,5/13/11,$50.06 ,$50.46 ,$49.22 ,$49.49 ,35427164
2,AXP,5/20/11,$49.42 ,$51.97 ,$49.17 ,$51.19 ,36565612
2,AXP,5/27/11,$50.74 ,$51.38 ,$49.79 ,$51.13 ,26359875
2,AXP,6/3/11,$51.39 ,$51.70 ,$49.04 ,$49.28 ,25215640
2,AXP,6/10/11,$49.13 ,$49.38 ,$47.33 ,$47.74 ,33828918
2,AXP,6/17/11,$47.96 ,$49.14 ,$46.92 ,$48.50 ,37705374
2,AXP,6/24/11,$48.35 ,$50.15 ,$48.15 ,$48.34 ,34877916
2,BA,4/1/11,$73.50 ,$74.85 ,$73.03 ,$74.01 ,20590618
2,BA,4/8/11,$73.38 ,$74.85 ,$72.71 ,$73.47 ,21220138
2,BA,4/15/11,$73.65 ,$74.28 ,$70.88 ,$72.60 ,19492289
2,BA,4/21/11,$72.72 ,$75.44 ,$71.75 ,$75.44 ,16947409
2,BA,4/29/11,$75.51 ,$80.34 ,$74.68 ,$79.78 ,30503034
2,BA,5/6/11,$80.35 ,$80.65 ,$78.09 ,$79.31 ,25394946
2,BA,5/13/11,$79.31 ,$80.42 ,$78.48 ,$79.03 ,18368201
2,BA,5/20/11,$78.66 ,$78.81 ,$75.83 ,$77.52 ,19990094
2,BA,5/27/11,$76.55 ,$76.99 ,$75.13 ,$76.99 ,15886795
2,BA,6/3/11,$77.80 ,$78.35 ,$74.09 ,$74.84 ,17813730
2,BA,6/10/11,$74.76 ,$75.27 ,$72.61 ,$72.69 ,18574466
2,BA,6/17/11,$73.06 ,$75.51 ,$72.69 ,$74.16 ,25381159
2,BA,6/24/11,$73.96 ,$75.02 ,$70.29 ,$71.26 ,30675314
2,BAC,4/1/11,$13.42 ,$13.61 ,$13.16 ,$13.37 ,499672763
2,BAC,4/8/11,$13.40 ,$13.88 ,$13.37 ,$13.48 ,480033181
2,BAC,4/15/11,$13.50 ,$13.64 ,$12.82 ,$12.82 ,670594575
2,BAC,4/21/11,$12.59 ,$12.60 ,$12.15 ,$12.31 ,624897506
2,BAC,4/29/11,$12.32 ,$12.60 ,$12.23 ,$12.28 ,557530217
2,BAC,5/6/11,$12.36 ,$12.71 ,$12.20 ,$12.31 ,577232010
2,BAC,5/13/11,$12.28 ,$12.43 ,$11.91 ,$11.93 ,623724296
2,BAC,5/20/11,$11.89 ,$12.11 ,$11.53 ,$11.58 ,658968285
2,BAC,5/27/11,$11.47 ,$11.69 ,$11.29 ,$11.69 ,479389107
2,BAC,6/3/11,$11.87 ,$11.92 ,$11.08 ,$11.28 ,596420503
2,BAC,6/10/11,$11.18 ,$11.20 ,$10.41 ,$10.80 ,873241317
2,BAC,6/17/11,$10.89 ,$11.12 ,$10.40 ,$10.68 ,889460755
2,BAC,6/24/11,$10.59 ,$10.94 ,$10.48 ,$10.52 ,603098073
2,CAT,4/1/11,$109.54 ,$113.59 ,$108.61 ,$113.12 ,28116391
2,CAT,4/8/11,$113.75 ,$113.93 ,$108.88 ,$109.82 ,28772937
2,CAT,4/15/11,$110.02 ,$110.30 ,$105.35 ,$107.21 ,30697889
2,CAT,4/21/11,$105.58 ,$109.42 ,$102.16 ,$109.42 ,23938892
2,CAT,4/29/11,$109.24 ,$116.25 ,$107.95 ,$115.41 ,34522949
2,CAT,5/6/11,$116.24 ,$116.55 ,$108.39 ,$110.34 ,39678464
2,CAT,5/13/11,$110.80 ,$112.97 ,$106.02 ,$106.33 ,38211403
2,CAT,5/20/11,$105.87 ,$108.27 ,$101.47 ,$104.33 ,54274252
2,CAT,5/27/11,$101.30 ,$104.60 ,$100.30 ,$104.60 ,30213720
2,CAT,6/3/11,$106.41 ,$106.60 ,$99.15 ,$101.10 ,35887587
2,CAT,6/10/11,$100.25 ,$101.61 ,$96.42 ,$96.79 ,40431926
2,CAT,6/17/11,$96.93 ,$98.45 ,$94.20 ,$95.95 ,43606429
2,CAT,6/24/11,$96.49 ,$102.50 ,$96.05 ,$100.01 ,43722864
2,CSCO,4/1/11,$17.36 ,$17.60 ,$16.99 ,$17.04 ,308644641
2,CSCO,4/8/11,$17.01 ,$18.29 ,$17.00 ,$17.65 ,539982011
2,CSCO,4/15/11,$17.71 ,$17.76 ,$16.97 ,$17.03 ,324203125
2,CSCO,4/21/11,$16.88 ,$16.96 ,$16.52 ,$16.94 ,249420898
2,CSCO,4/29/11,$16.93 ,$17.64 ,$16.90 ,$17.52 ,412492845
2,CSCO,5/6/11,$17.51 ,$17.70 ,$17.28 ,$17.56 ,290282402
2,CSCO,5/13/11,$17.53 ,$17.99 ,$16.64 ,$16.88 ,563552552
2,CSCO,5/20/11,$16.82 ,$16.87 ,$16.34 ,$16.53 ,371711669
2,CSCO,5/27/11,$16.41 ,$16.46 ,$16.11 ,$16.46 ,235050333
2,CSCO,6/3/11,$16.59 ,$16.82 ,$15.98 ,$16.01 ,256069538
2,CSCO,6/10/11,$16.04 ,$16.17 ,$15.01 ,$15.12 ,412198054
2,CSCO,6/17/11,$15.14 ,$15.28 ,$14.78 ,$14.97 ,401380782
2,CSCO,6/24/11,$14.94 ,$15.64 ,$14.92 ,$14.93 ,429730443
2,CVX,4/1/11,$106.40 ,$109.65 ,$105.52 ,$108.32 ,35824123
2,CVX,4/8/11,$108.52 ,$109.94 ,$107.51 ,$109.66 ,31958307
2,CVX,4/15/11,$109.74 ,$109.90 ,$103.13 ,$106.24 ,42617245
2,CVX,4/21/11,$104.95 ,$108.34 ,$103.04 ,$108.13 ,18873837
2,CVX,4/29/11,$107.37 ,$109.60 ,$106.68 ,$109.44 ,28004621
2,CVX,5/6/11,$109.48 ,$109.57 ,$101.11 ,$102.88 ,44930373
2,CVX,5/13/11,$103.25 ,$104.95 ,$100.41 ,$102.39 ,43103424
2,CVX,5/20/11,$102.03 ,$104.53 ,$99.61 ,$102.57 ,39951901
2,CVX,5/27/11,$101.13 ,$103.86 ,$100.70 ,$103.21 ,28858240
2,CVX,6/3/11,$104.61 ,$105.21 ,$99.57 ,$101.00 ,32206213
2,CVX,6/10/11,$100.90 ,$101.87 ,$98.98 ,$99.67 ,35612426
2,CVX,6/17/11,$100.04 ,$101.29 ,$97.71 ,$99.17 ,44845243
2,CVX,6/24/11,$98.88 ,$102.46 ,$97.00 ,$97.90 ,42615162
2,DD,4/1/11,$54.11 ,$55.80 ,$53.70 ,$55.19 ,23341552
2,DD,4/8/11,$55.50 ,$56.52 ,$55.00 ,$55.40 ,19685778
2,DD,4/15/11,$55.45 ,$55.81 ,$53.17 ,$54.89 ,24059673
2,DD,4/21/11,$54.28 ,$56.00 ,$53.19 ,$55.91 ,15537427
2,DD,4/29/11,$55.69 ,$56.88 ,$54.54 ,$56.79 ,27349183
2,DD,5/6/11,$56.42 ,$57.00 ,$53.59 ,$54.63 ,27498887
2,DD,5/13/11,$54.94 ,$56.13 ,$52.55 ,$52.91 ,27207924
2,DD,5/20/11,$52.74 ,$54.00 ,$51.92 ,$52.74 ,27511651
2,DD,5/27/11,$51.75 ,$52.56 ,$50.50 ,$52.56 ,24845668
2,DD,6/3/11,$53.18 ,$53.39 ,$50.11 ,$50.29 ,25203572
2,DD,6/10/11,$50.30 ,$50.90 ,$49.52 ,$49.78 ,28186429
2,DD,6/17/11,$50.03 ,$50.63 ,$48.64 ,$49.57 ,36027620
2,DD,6/24/11,$49.50 ,$51.98 ,$49.46 ,$51.96 ,34797906
2,DIS,4/1/11,$43.19 ,$43.48 ,$42.36 ,$42.85 ,34130223
2,DIS,4/8/11,$42.87 ,$43.05 ,$41.40 ,$41.76 ,39055258
2,DIS,4/15/11,$41.76 ,$42.02 ,$40.84 ,$41.52 ,40820710
2,DIS,4/21/11,$40.97 ,$42.46 ,$40.45 ,$42.27 ,24312043
2,DIS,4/29/11,$42.34 ,$43.35 ,$41.71 ,$43.10 ,30122091
2,DIS,5/6/11,$43.47 ,$43.79 ,$42.30 ,$43.06 ,35369886
2,DIS,5/13/11,$43.32 ,$44.12 ,$40.94 ,$41.52 ,78855110
2,DIS,5/20/11,$41.26 ,$41.84 ,$40.68 ,$41.50 ,50988843
2,DIS,5/27/11,$41.15 ,$41.52 ,$40.55 ,$41.52 ,34651349
2,DIS,6/3/11,$41.90 ,$41.99 ,$39.17 ,$39.38 ,52169227
2,DIS,6/10/11,$39.18 ,$39.88 ,$38.42 ,$38.50 ,49099516
2,DIS,6/17/11,$38.63 ,$38.86 ,$37.77 ,$38.04 ,54513950
2,DIS,6/24/11,$37.85 ,$38.89 ,$37.19 ,$37.58 ,50409504
2,GE,4/1/11,$19.81 ,$20.50 ,$19.53 ,$20.34 ,207897262
2,GE,4/8/11,$20.73 ,$20.75 ,$20.07 ,$20.19 ,238618636
2,GE,4/15/11,$20.24 ,$20.37 ,$19.60 ,$20.04 ,212315926
2,GE,4/21/11,$19.77 ,$20.54 ,$19.51 ,$19.95 ,182835072
2,GE,4/29/11,$20.14 ,$20.85 ,$19.89 ,$20.45 ,280299000
2,GE,5/6/11,$20.70 ,$20.71 ,$19.81 ,$20.01 ,235180053
2,GE,5/13/11,$19.97 ,$20.42 ,$19.76 ,$19.89 ,195448891
2,GE,5/20/11,$19.85 ,$20.05 ,$19.41 ,$19.62 ,228297982
2,GE,5/27/11,$19.32 ,$19.52 ,$18.97 ,$19.44 ,169411364
2,GE,6/3/11,$19.68 ,$19.72 ,$18.75 ,$18.82 ,207576381
2,GE,6/10/11,$18.71 ,$18.80 ,$18.14 ,$18.32 ,260898990
2,GE,6/17/11,$18.31 ,$18.90 ,$18.20 ,$18.49 ,261979707
2,GE,6/24/11,$18.34 ,$18.94 ,$17.97 ,$17.97 ,295978977
2,HD,4/1/11,$37.46 ,$37.87 ,$36.62 ,$37.56 ,52881329
2,HD,4/8/11,$37.48 ,$37.96 ,$37.21 ,$37.46 ,47021433
2,HD,4/15/11,$37.45 ,$38.40 ,$37.17 ,$38.17 ,42983064
2,HD,4/21/11,$37.70 ,$38.50 ,$37.20 ,$37.80 ,24190528
2,HD,4/29/11,$37.61 ,$37.71 ,$36.94 ,$37.15 ,61019095
2,HD,5/6/11,$37.44 ,$37.67 ,$36.77 ,$36.99 ,52439439
2,HD,5/13/11,$36.93 ,$37.43 ,$36.70 ,$37.01 ,41391929
2,HD,5/20/11,$36.69 ,$37.94 ,$36.55 ,$37.05 ,53378802
2,HD,5/27/11,$36.00 ,$37.00 ,$36.00 ,$36.00 ,40673778
2,HD,6/3/11,$36.18 ,$36.28 ,$34.43 ,$34.63 ,39307513
2,HD,6/10/11,$34.53 ,$35.02 ,$33.42 ,$33.47 ,45606663
2,HD,6/17/11,$33.46 ,$34.93 ,$33.41 ,$34.53 ,76297124
2,HD,6/24/11,$34.29 ,$35.69 ,$34.28 ,$35.08 ,65416820
2,HPQ,4/1/11,$42.42 ,$42.83 ,$37.60 ,$40.98 ,90069975
2,HPQ,4/8/11,$40.65 ,$41.80 ,$40.20 ,$40.70 ,87672936
2,HPQ,4/15/11,$40.71 ,$41.55 ,$40.12 ,$40.26 ,70321527
2,HPQ,4/21/11,$39.96 ,$41.19 ,$39.16 ,$40.99 ,46244533
2,HPQ,4/29/11,$41.06 ,$41.30 ,$39.99 ,$40.37 ,82362537
2,HPQ,5/6/11,$40.69 ,$41.52 ,$39.80 ,$40.81 ,70249698
2,HPQ,5/13/11,$40.79 ,$41.74 ,$40.22 ,$40.41 ,63498759
2,HPQ,5/20/11,$40.20 ,$40.34 ,$35.91 ,$35.98 ,217523955
2,HPQ,5/27/11,$35.58 ,$36.96 ,$35.44 ,$36.96 ,106507716
2,HPQ,6/3/11,$37.28 ,$37.52 ,$36.00 ,$36.11 ,79313559
2,HPQ,6/10/11,$35.99 ,$36.24 ,$35.14 ,$35.25 ,74301015
2,HPQ,6/17/11,$35.13 ,$35.32 ,$33.95 ,$35.00 ,134346312
2,HPQ,6/24/11,$34.79 ,$35.65 ,$34.55 ,$34.90 ,102774442
2,IBM,4/1/11,$161.54 ,$164.42 ,$161.12 ,$164.27 ,19081936
2,IBM,4/8/11,$164.42 ,$164.75 ,$163.16 ,$164.05 ,17615408
2,IBM,4/15/11,$163.44 ,$166.34 ,$162.30 ,$166.21 ,22183383
2,IBM,4/21/11,$164.64 ,$168.28 ,$162.19 ,$168.28 ,23662621
2,IBM,4/29/11,$167.65 ,$173.00 ,$167.23 ,$170.58 ,26829625
2,IBM,5/6/11,$172.11 ,$173.54 ,$167.50 ,$168.89 ,29480567
2,IBM,5/13/11,$168.39 ,$172.77 ,$167.82 ,$169.92 ,23505533
2,IBM,5/20/11,$169.81 ,$171.41 ,$166.53 ,$170.16 ,26027660
2,IBM,5/27/11,$168.50 ,$168.60 ,$165.90 ,$167.50 ,19453763
2,IBM,6/3/11,$168.44 ,$169.89 ,$164.13 ,$165.05 ,23349972
2,IBM,6/10/11,$164.76 ,$165.96 ,$162.87 ,$163.18 ,20646079
2,IBM,6/17/11,$164.44 ,$165.10 ,$161.52 ,$164.44 ,29390025
2,IBM,6/24/11,$163.70 ,$166.81 ,$163.59 ,$165.07 ,22984546
2,INTC,4/1/11,$20.44 ,$20.66 ,$19.56 ,$19.72 ,321390635
2,INTC,4/8/11,$19.79 ,$20.20 ,$19.36 ,$20.02 ,286343950
2,INTC,4/15/11,$20.07 ,$20.20 ,$19.41 ,$19.75 ,231298341
2,INTC,4/21/11,$19.53 ,$21.46 ,$19.45 ,$21.46 ,302470339
2,INTC,4/29/11,$21.37 ,$23.19 ,$21.33 ,$23.15 ,466579710
2,INTC,5/6/11,$23.02 ,$23.86 ,$22.67 ,$23.25 ,513891027
2,INTC,5/13/11,$23.13 ,$23.83 ,$22.65 ,$23.41 ,344755154
2,INTC,5/20/11,$23.32 ,$23.96 ,$23.08 ,$23.22 ,387571150
2,INTC,5/27/11,$22.92 ,$23.03 ,$22.21 ,$22.21 ,210446967
2,INTC,6/3/11,$22.45 ,$22.64 ,$21.67 ,$21.73 ,222978209
2,INTC,6/10/11,$21.80 ,$22.44 ,$21.26 ,$21.38 ,249719951
2,INTC,6/17/11,$21.43 ,$26.78 ,$21.07 ,$21.19 ,294273143
2,INTC,6/24/11,$21.19 ,$21.74 ,$21.06 ,$21.20 ,309031457
2,JNJ,4/1/11,$58.98 ,$59.73 ,$58.93 ,$59.49 ,48029143
2,JNJ,4/8/11,$59.50 ,$60.18 ,$59.25 ,$59.46 ,47141409
2,JNJ,4/15/11,$59.54 ,$60.95 ,$59.49 ,$60.56 ,58631682
2,JNJ,4/21/11,$60.45 ,$64.54 ,$60.10 ,$64.07 ,72888066
2,JNJ,4/29/11,$63.65 ,$65.98 ,$63.40 ,$65.72 ,70745990
2,JNJ,5/6/11,$65.92 ,$66.46 ,$64.80 ,$65.27 ,68840083
2,JNJ,5/13/11,$65.11 ,$67.37 ,$65.07 ,$66.62 ,66040498
2,JNJ,5/20/11,$66.41 ,$66.79 ,$65.28 ,$65.69 ,53385097
2,JNJ,5/27/11,$65.19 ,$66.77 ,$65.08 ,$66.77 ,49866786
2,JNJ,6/3/11,$67.31 ,$67.34 ,$65.80 ,$66.09 ,47426009
2,JNJ,6/10/11,$65.87 ,$67.28 ,$65.18 ,$66.09 ,52231924
2,JNJ,6/17/11,$66.32 ,$67.36 ,$65.47 ,$66.29 ,58201928
2,JNJ,6/24/11,$66.08 ,$66.75 ,$64.69 ,$65.06 ,56535090
2,JPM,4/1/11,$46.10 ,$46.88 ,$45.51 ,$46.35 ,112702290
2,JPM,4/8/11,$46.12 ,$47.80 ,$46.05 ,$46.84 ,121937602
2,JPM,4/15/11,$47.00 ,$47.37 ,$44.83 ,$44.89 ,186017520
2,JPM,4/21/11,$44.27 ,$44.97 ,$43.53 ,$44.68 ,113261188
2,JPM,4/29/11,$44.65 ,$46.02 ,$44.38 ,$45.63 ,107332185
2,JPM,5/6/11,$45.94 ,$46.07 ,$44.76 ,$45.04 ,131213937
2,JPM,5/13/11,$44.75 ,$45.50 ,$42.98 ,$43.15 ,137013704
2,JPM,5/20/11,$42.97 ,$44.35 ,$42.65 ,$43.13 ,145114846
2,JPM,5/27/11,$42.40 ,$42.92 ,$41.69 ,$42.79 ,119828886
2,JPM,6/3/11,$43.24 ,$43.38 ,$40.83 ,$41.57 ,145187926
2,JPM,6/10/11,$41.10 ,$41.50 ,$40.10 ,$41.05 ,194764785
2,JPM,6/17/11,$41.29 ,$42.44 ,$39.70 ,$40.80 ,183560880
2,JPM,6/24/11,$40.50 ,$41.53 ,$39.44 ,$39.49 ,167589521
2,KRFT,4/1/11,$31.35 ,$31.70 ,$31.06 ,$31.61 ,38759730
2,KRFT,4/8/11,$31.71 ,$31.88 ,$31.35 ,$31.67 ,34314135
2,KRFT,4/15/11,$31.73 ,$33.54 ,$31.69 ,$33.36 ,71530535
2,KRFT,4/21/11,$32.72 ,$33.67 ,$32.70 ,$33.38 ,33399240
2,KRFT,4/29/11,$33.45 ,$33.90 ,$33.00 ,$33.59 ,42547809
2,KRFT,5/6/11,$33.60 ,$34.49 ,$33.22 ,$34.08 ,58969733
2,KRFT,5/13/11,$33.81 ,$35.10 ,$33.80 ,$34.89 ,47572999
2,KRFT,5/20/11,$34.84 ,$35.44 ,$34.48 ,$35.23 ,48017488
2,KRFT,5/27/11,$34.97 ,$35.06 ,$34.28 ,$34.75 ,31660711
2,KRFT,6/3/11,$34.79 ,$35.00 ,$34.05 ,$34.10 ,38915498
2,KRFT,6/10/11,$34.07 ,$34.39 ,$24.30 ,$33.79 ,43535139
2,KRFT,6/17/11,$33.92 ,$34.72 ,$33.76 ,$34.48 ,44641104
2,KRFT,6/24/11,$34.39 ,$34.98 ,$33.87 ,$34.60 ,39770714
2,KO,4/1/11,$65.20 ,$67.48 ,$65.03 ,$67.22 ,39265955
2,KO,4/8/11,$67.22 ,$67.82 ,$66.86 ,$67.27 ,32024467
2,KO,4/15/11,$67.25 ,$68.47 ,$66.41 ,$68.01 ,40595470
2,KO,4/21/11,$67.57 ,$68.05 ,$66.64 ,$67.88 ,19831270
2,KO,4/29/11,$67.95 ,$67.98 ,$65.81 ,$67.46 ,44603365
2,KO,5/6/11,$67.76 ,$67.93 ,$66.40 ,$66.90 ,33947562
2,KO,5/13/11,$66.86 ,$68.77 ,$66.83 ,$68.18 ,32166394
2,KO,5/20/11,$68.10 ,$68.70 ,$67.50 ,$68.30 ,32520067
2,KO,5/27/11,$67.59 ,$67.90 ,$66.30 ,$66.51 ,26066805
2,KO,6/3/11,$66.94 ,$67.24 ,$65.21 ,$65.53 ,31192400
2,KO,6/10/11,$65.51 ,$68.05 ,$65.07 ,$65.39 ,30422351
2,KO,6/17/11,$65.10 ,$66.23 ,$64.64 ,$65.62 ,43194922
2,KO,6/24/11,$65.37 ,$66.82 ,$64.43 ,$64.93 ,49806614
2,MCD,4/1/11,$75.55 ,$76.50 ,$74.87 ,$75.99 ,17977737
2,MCD,4/8/11,$76.31 ,$76.91 ,$75.66 ,$76.04 ,22337802
2,MCD,4/15/11,$76.15 ,$77.54 ,$75.83 ,$77.38 ,21670715
2,MCD,4/21/11,$76.89 ,$78.41 ,$76.40 ,$76.91 ,17718174
2,MCD,4/29/11,$77.15 ,$78.59 ,$76.54 ,$78.31 ,22923015
2,MCD,5/6/11,$78.40 ,$79.37 ,$78.20 ,$78.70 ,26460318
2,MCD,5/13/11,$79.46 ,$80.91 ,$79.08 ,$80.74 ,26573357
2,MCD,5/20/11,$80.44 ,$82.85 ,$80.44 ,$82.33 ,27816875
2,MCD,5/27/11,$81.53 ,$83.08 ,$81.49 ,$81.62 ,26628471
2,MCD,6/3/11,$82.13 ,$82.25 ,$80.01 ,$80.54 ,23382621
2,MCD,6/10/11,$80.60 ,$82.23 ,$80.00 ,$80.36 ,31264251
2,MCD,6/17/11,$80.43 ,$82.72 ,$80.39 ,$82.52 ,27515629
2,MCD,6/24/11,$82.32 ,$83.09 ,$81.40 ,$81.84 ,28303321
2,MMM,4/1/11,$92.42 ,$94.33 ,$91.90 ,$93.13 ,14958061
2,MMM,4/8/11,$92.68 ,$94.10 ,$92.60 ,$93.22 ,12672220
2,MMM,4/15/11,$93.59 ,$94.64 ,$91.75 ,$92.82 ,15375510
2,MMM,4/21/11,$91.94 ,$94.42 ,$90.58 ,$93.92 ,9718851
2,MMM,4/29/11,$93.91 ,$97.50 ,$93.27 ,$97.21 ,20655611
2,MMM,5/6/11,$97.58 ,$97.95 ,$94.40 ,$95.60 ,17031494
2,MMM,5/13/11,$95.30 ,$97.18 ,$94.44 ,$96.01 ,15657591
2,MMM,5/20/11,$95.54 ,$96.23 ,$92.75 ,$93.56 ,16596686
2,MMM,5/27/11,$92.29 ,$93.47 ,$91.38 ,$93.47 ,11695384
2,MMM,6/3/11,$94.05 ,$94.68 ,$90.19 ,$90.70 ,12491882
2,MMM,6/10/11,$90.38 ,$92.43 ,$90.24 ,$90.73 ,14734714
2,MMM,6/17/11,$91.14 ,$92.99 ,$90.58 ,$91.78 ,15549946
2,MMM,6/24/11,$91.42 ,$93.92 ,$90.68 ,$90.89 ,15126028
2,MRK,4/1/11,$32.54 ,$33.48 ,$32.39 ,$33.07 ,60348951
2,MRK,4/8/11,$33.34 ,$33.70 ,$33.01 ,$33.67 ,64799122
2,MRK,4/15/11,$33.68 ,$34.97 ,$33.27 ,$34.51 ,85533686
2,MRK,4/21/11,$34.20 ,$34.29 ,$33.51 ,$34.04 ,47226349
2,MRK,4/29/11,$33.70 ,$36.25 ,$33.63 ,$35.95 ,83960030
2,MRK,5/6/11,$36.44 ,$36.75 ,$35.95 ,$36.39 ,82810421
2,MRK,5/13/11,$36.11 ,$37.30 ,$36.10 ,$37.08 ,59693542
2,MRK,5/20/11,$37.06 ,$37.65 ,$36.69 ,$37.06 ,74833386
2,MRK,5/27/11,$36.67 ,$37.04 ,$36.10 ,$36.21 ,52416661
2,MRK,6/3/11,$36.39 ,$36.76 ,$35.76 ,$35.82 ,46564832
2,MRK,6/10/11,$35.70 ,$36.38 ,$35.36 ,$35.45 ,57259558
2,MRK,6/17/11,$35.03 ,$35.88 ,$34.99 ,$35.39 ,57933495
2,MRK,6/24/11,$35.29 ,$35.97 ,$34.50 ,$34.55 ,63163236
2,MSFT,4/1/11,$25.66 ,$25.72 ,$25.30 ,$25.48 ,258143967
2,MSFT,4/8/11,$25.45 ,$26.31 ,$25.41 ,$26.07 ,260749872
2,MSFT,4/15/11,$26.19 ,$26.25 ,$25.09 ,$25.37 ,229693684
